ReportID,SalesPersonID,ProductID,Quantity,TotalSalesValue
Rep72443,C21800,PR6469,388,3000
Rep72444,C21800,PR6253,107,1150
Rep72445,C21800,PR6156,151,8550
Rep72446,C21800,PR6149,127,5110
Rep72447,C21800,PR6149,147,2035
Rep72448,C21800,PR6326,283,6930
Rep72449,C21800,PR6326,136,2525
Rep72450,C21800,PR6329,151,2160
Rep72451,C21800,PR6595,122,2435
Rep72452,C22286,PR6161,9733,108740
Rep72453,C22286,PR6161,6612,65915
Rep72454,C22286,PR6161,17934,168920
Rep72455,C22286,PR6161,3912,58370
Rep72456,C22286,PR6161,601,8445
Rep72457,C22286,PR6161,717,16180
Rep72458,C22286,PR6221,150,1915
Rep72459,C22286,PR6161,8862,97840
Rep72460,C22286,PR6161,871,25830
Rep72461,C22286,PR6150,1511,15570
Rep72462,C22286,PR6150,2247,10020
Rep72463,C22286,PR6161,13005,149375
Rep72464,C22286,PR6150,1420,16970
Rep72465,C22286,PR6161,10307,112975
Rep72466,C22240,PR6290,1984,32050
Rep72467,C22240,PR6288,100,1035
Rep72468,C22240,PR6561,440,3520
Rep72469,C22240,PR6290,1887,26415
Rep72470,C22240,PR6288,100,1035
Rep72471,C22240,PR6288,100,1035
Rep72472,C22240,PR6561,440,3520
Rep72473,C22240,PR6290,1051,17350
Rep72474,C22240,PR6290,101,1205
Rep72475,C22240,PR6595,103,1010
Rep72476,C22240,PR6288,100,1035
Rep72477,C22240,PR6290,101,1205
Rep72478,C22240,PR6397,121,2630
Rep72479,C22240,PR6561,440,3520
Rep72480,C22240,PR6561,351,3520
Rep72481,C22240,PR6290,822,10645
Rep72482,C22240,PR6290,101,1205
Rep72483,C22240,PR6290,119,1705
Rep72484,C22240,PR6150,104,1485
Rep72485,C22240,PR6397,389,12625
Rep72486,C22240,PR6290,101,1205
Rep72487,C22240,PR6160,102,1080
Rep72488,C22240,PR6290,104,1120
Rep72489,C21120,PR6189,2569,16800
Rep72490,C21120,PR6153,686,5215
Rep72491,C21120,PR6189,6300,60735
Rep72492,C21120,PR6189,4661,34450
Rep72493,C21120,PR6153,686,5215
Rep72494,C21120,PR6189,6297,42520
Rep72495,C21120,PR6153,456,3590
Rep72496,C21120,PR6189,5193,37005
Rep72497,C21120,PR6189,4464,30975
Rep72498,C21120,PR6189,5536,48055
Rep72499,C21120,PR6153,461,3590
Rep72500,C21120,PR6189,12850,85665
Rep72501,C21120,PR6189,3990,26270
Rep72502,C21259,PR6231,868,3055
Rep72503,C21259,PR6253,1794,5205
Rep72504,C21259,PR6253,1805,5175
Rep72505,C21259,PR6223,825,7645
Rep72506,C21259,PR6253,3475,9210
Rep72507,C21259,PR6241,4448,9420
Rep72508,C21259,PR6153,155,1255
Rep72509,C21259,PR6241,815,4740
Rep72510,C21259,PR6241,1095,4135
Rep72511,C21259,PR6253,2288,6445
Rep72512,C21259,PR6241,2209,7315
Rep72513,C21259,PR6241,2280,7010
Rep72514,C21259,PR6231,493,1855
Rep72515,C21259,PR6241,2246,8630
Rep72516,C21259,PR6241,1488,4995
Rep72517,C21259,PR6323,2266,5765
Rep72518,C21259,PR6323,1988,6610
Rep72519,C21385,PR6253,396,4415
Rep72520,C21385,PR6253,648,7880
Rep72521,C21385,PR6160,325,4225
Rep72522,C21385,PR6160,196,2820
Rep72523,C21385,PR6253,643,7980
Rep72524,C21385,PR6160,937,11075
Rep72525,C21136,PR6173,812,3455
Rep72526,C21136,PR6167,3062,8490
Rep72527,C21136,PR6175,13988,25955
Rep72528,C21136,PR6220,12975,23105
Rep72529,C21136,PR6167,3320,13145
Rep72530,C21136,PR6160,105,1215
Rep72531,C21136,PR6167,3426,16380
Rep72532,C21136,PR6175,3483,7125
Rep72533,C21136,PR6183,820,2800
Rep72534,C21136,PR6183,900,4675
Rep72535,C21136,PR6182,3424,9115
Rep72536,C21136,PR6175,12001,23290
Rep72537,C21136,PR6253,211,1655
Rep72538,C21136,PR6173,1053,4160
Rep72539,C21136,PR6175,3483,7125
Rep72540,C21136,PR6175,3483,7125
Rep72541,C21136,PR6175,2748,5845
Rep72542,C21136,PR6183,760,2985
Rep72543,C21136,PR6182,760,2910
Rep72544,C21136,PR6175,17223,38475
Rep72545,C21136,PR6175,30851,53615
Rep72546,C21136,PR6175,24957,45735
Rep72547,C21409,PR6397,103,1150
Rep72548,C21409,PR6320,100,1005
Rep72549,C21409,PR6223,111,1070
Rep72550,C21409,PR6211,488,3950
Rep72551,C21409,PR6226,122,1125
Rep72552,C21409,PR6629,113,1105
Rep72553,C21409,PR6211,466,3740
Rep72554,C21409,PR6211,422,3160
Rep72555,C21409,PR6223,112,2015
Rep72556,C21409,PR6397,100,1110
Rep72557,C21409,PR6223,340,2655
Rep72558,C21409,PR6222,101,1020
Rep72559,C21409,PR6397,104,1190
Rep72560,C21409,PR6222,118,1315
Rep72561,C21409,PR6249,116,1315
Rep72562,C21409,PR6287,102,1070
Rep72563,C21409,PR6246,188,1565
Rep72564,C21409,PR6160,110,1090
Rep72565,C21409,PR6253,101,1040
Rep72566,C21919,PR6331,561,2580
Rep72567,C21919,PR6253,113,1315
Rep72568,C21919,PR6161,1913,36080
Rep72569,C21919,PR6250,103,1360
Rep72570,C21919,PR6250,173,2270
Rep72571,C21919,PR6250,173,2270
Rep72572,C21919,PR6625,101,1725
Rep72573,C21919,PR6331,766,3305
Rep72574,C21919,PR6331,217,1975
Rep72575,C21919,PR6625,101,1735
Rep72576,C21919,PR6625,101,1735
Rep72577,C21919,PR6161,6933,11630
Rep72578,C21919,PR6253,111,1300
Rep72579,C21919,PR6331,356,3520
Rep72580,C21919,PR6331,238,2945
Rep72581,C21919,PR6625,102,1495
Rep72582,C21919,PR6625,101,1110
Rep72583,C21919,PR6253,588,17045
Rep72584,C21919,PR6161,8544,18365
Rep72585,C21919,PR6161,6822,25400
Rep72586,C21919,PR6625,102,1605
Rep72587,C21919,PR6253,183,1975
Rep72588,C22142,PR6163,17950,49500
Rep72589,C21349,PR6168,101,1780
Rep72590,C21349,PR6253,103,1275
Rep72591,C21349,PR6326,107,1535
Rep72592,C21141,PR6189,511,3660
Rep72593,C21141,PR6192,211,1935
Rep72594,C21141,PR6192,180,1580
Rep72595,C21141,PR6171,352,5640
Rep72596,C21141,PR6549,1494,10260
Rep72597,C21141,PR6183,1413,7415
Rep72598,C21141,PR6192,275,1800
Rep72599,C21141,PR6525,218,1310
Rep72600,C21141,PR6192,205,1480
Rep72601,C21141,PR6171,236,2360
Rep72602,C21141,PR6189,218,1830
Rep72603,C21141,PR6549,161,1980
Rep72604,C21141,PR6171,1988,10380
Rep72605,C21141,PR6173,530,4605
Rep72606,C21141,PR6184,184,1390
Rep72607,C21141,PR6549,2461,19000
Rep72608,C21141,PR6253,100,1090
Rep72609,C21141,PR6253,105,1565
Rep72610,C21141,PR6183,593,3825
Rep72611,C21141,PR6198,241,7595
Rep72612,C21141,PR6208,183,3870
Rep72613,C21141,PR6549,235,2270
Rep72614,C21141,PR6171,1043,11515
Rep72615,C21141,PR6189,422,3010
Rep72616,C21141,PR6168,313,3440
Rep72617,C21141,PR6549,3572,27270
Rep72618,C21141,PR6549,240,1070
Rep72619,C21141,PR6183,728,4105
Rep72620,C21141,PR6208,125,1725
Rep72621,C21141,PR6171,350,2540
Rep72622,C21141,PR6171,158,1610
Rep72623,C21141,PR6549,877,16240
Rep72624,C21141,PR6537,119,1730
Rep72625,C21141,PR6253,185,1360
Rep72626,C21141,PR6549,216,1960
Rep72627,C21141,PR6189,145,1290
Rep72628,C21141,PR6549,372,2865
Rep72629,C21141,PR6208,166,3640
Rep72630,C21141,PR6171,1169,8175
Rep72631,C21141,PR6192,341,2510
Rep72632,C21141,PR6549,205,2915
Rep72633,C21141,PR6549,1750,17110
Rep72634,C21141,PR6183,141,1175
Rep72635,C21141,PR6253,108,1335
Rep72636,C21141,PR6192,663,4405
Rep72637,C21141,PR6549,1727,12820
Rep72638,C21141,PR6189,531,3760
Rep72639,C21141,PR6189,156,1390
Rep72640,C21141,PR6253,106,1305
Rep72641,C21141,PR6549,300,2510
Rep72642,C21141,PR6549,750,8185
Rep72643,C21141,PR6549,2516,17850
Rep72644,C21141,PR6192,325,2270
Rep72645,C21141,PR6197,205,12895
Rep72646,C21141,PR6171,336,4350
Rep72647,C21141,PR6171,180,1650
Rep72648,C21141,PR6208,183,4225
Rep72649,C21141,PR6604,283,2700
Rep72650,C21141,PR6192,200,1485
Rep72651,C21141,PR6549,2711,20950
Rep72652,C21141,PR6549,2100,18020
Rep72653,C21141,PR6253,100,1120
Rep72654,C21141,PR6549,194,1690
Rep72655,C21141,PR6549,1538,12310
Rep72656,C21141,PR6171,150,1215
Rep72657,C21141,PR6183,180,1355
Rep72658,C21141,PR6171,222,3155
Rep72659,C21141,PR6197,208,3470
Rep72660,C21141,PR6189,502,3515
Rep72661,C21141,PR6547,128,2130
Rep72662,C21141,PR6189,417,3070
Rep72663,C21141,PR6171,177,2075
Rep72664,C21141,PR6183,309,2150
Rep72665,C21141,PR6208,183,3490
Rep72666,C21141,PR6171,313,3440
Rep72667,C22281,PR6331,116,1570
Rep72668,C22281,PR6253,308,4000
Rep72669,C22281,PR6279,103,1020
Rep72670,C22281,PR6259,211,1395
Rep72671,C22281,PR6596,100,1005
Rep72672,C22281,PR6211,328,1060
Rep72673,C22281,PR6353,1358,38565
Rep72674,C22281,PR6322,107,1340
Rep72675,C22281,PR6579,3411,10070
Rep72676,C22281,PR6580,2847,9020
Rep72677,C22281,PR6352,2213,92470
Rep72678,C22281,PR6354,101,1105
Rep72679,C22281,PR6360,316,7625
Rep72680,C22281,PR6211,106,1060
Rep72681,C22281,PR6253,219,4000
Rep72682,C22281,PR6360,456,9615
Rep72683,C22281,PR6549,460,3045
Rep72684,C22281,PR6474,102,1080
Rep72685,C22281,PR6279,112,1105
Rep72686,C22281,PR6365,165,4625
Rep72687,C22281,PR6353,310,8000
Rep72688,C22281,PR6616,286,2155
Rep72689,C22281,PR6253,206,1875
Rep72690,C22281,PR6279,240,1880
Rep72691,C22281,PR6322,102,1130
Rep72692,C22281,PR6259,118,1135
Rep72693,C22281,PR6474,128,1545
Rep72694,C22281,PR6173,101,1005
Rep72695,C22281,PR6616,196,1890
Rep72696,C22281,PR6580,2805,9895
Rep72697,C22281,PR6353,305,5300
Rep72698,C22281,PR6549,461,2455
Rep72699,C22281,PR6360,910,22300
Rep72700,C22281,PR6637,105,1945
Rep72701,C22281,PR6549,197,1365
Rep72702,C22281,PR6637,168,5860
Rep72703,C22281,PR6357,978,70455
Rep72704,C22281,PR6353,463,10240
Rep72705,C22281,PR6365,138,3425
Rep72706,C22281,PR6357,157,5795
Rep72707,C22281,PR6474,118,1420
Rep72708,C22281,PR6579,6438,21670
Rep72709,C22281,PR6357,1176,87735
Rep72710,C22281,PR6173,100,1010
Rep72711,C22281,PR6259,894,8440
Rep72712,C22281,PR6637,115,2865
Rep72713,C22281,PR6279,272,1975
Rep72714,C22281,PR6253,150,2280
Rep72715,C22281,PR6580,177,1290
Rep72716,C22281,PR6595,113,1545
Rep72717,C22281,PR6360,830,20725
Rep72718,C22281,PR6253,841,12560
Rep72719,C22281,PR6211,122,1200
Rep72720,C22281,PR6578,468,2260
Rep72721,C22281,PR6365,103,1225
Rep72722,C22281,PR6357,791,41685
Rep72723,C22281,PR6322,123,2525
Rep72724,C22281,PR6259,118,1135
Rep72725,C22281,PR6579,2512,6635
Rep72726,C22281,PR6253,102,1295
Rep72727,C22281,PR6404,118,1970
Rep72728,C22281,PR6578,269,1605
Rep72729,C22281,PR6253,101,1035
Rep72730,C22281,PR6322,121,1380
Rep72731,C22281,PR6360,316,7625
Rep72732,C22281,PR6404,120,2650
Rep72733,C22281,PR6595,106,1560
Rep72734,C22281,PR6579,5467,15340
Rep72735,C22281,PR6173,101,1020
Rep72736,C22281,PR6474,118,1415
Rep72737,C22281,PR6360,733,20100
Rep72738,C22281,PR6360,2721,99455
Rep72739,C22281,PR6283,106,1045
Rep72740,C22281,PR6578,426,1650
Rep72741,C22281,PR6579,488,1860
Rep72742,C22281,PR6283,107,1040
Rep72743,C22281,PR6578,518,2225
Rep72744,C22281,PR6352,1758,69200
Rep72745,C22281,PR6595,115,1445
Rep72746,C22281,PR6616,117,1090
Rep72747,C22281,PR6360,749,20120
Rep72748,C22281,PR6229,250,2165
Rep72749,C22281,PR6229,133,1245
Rep72750,C22281,PR6580,1414,6705
Rep72751,C22281,PR6579,488,1860
Rep72752,C22281,PR6616,117,1090
Rep72753,C22281,PR6357,342,19135
Rep72754,C22281,PR6322,108,1560
Rep72755,C22281,PR6173,100,1030
Rep72756,C22281,PR6357,157,5795
Rep72757,C22281,PR6331,125,1710
Rep72758,C22281,PR6549,700,3165
Rep72759,C22281,PR6353,1115,25110
Rep72760,C22281,PR6357,171,5010
Rep72761,C22281,PR6353,305,5300
Rep72762,C22281,PR6616,691,2955
Rep72763,C22281,PR6580,948,4105
Rep72764,C22281,PR6579,1881,4755
Rep72765,C22281,PR6595,112,1885
Rep72766,C22281,PR6580,171,1630
Rep72767,C22281,PR6596,100,1188
Rep72768,C22281,PR6354,116,2620
Rep72769,C22281,PR6578,210,1385
Rep72770,C22281,PR6352,415,13580
Rep72771,C22281,PR6578,205,1235
Rep72772,C22281,PR6365,123,2205
Rep72773,C22281,PR6474,101,1035
Rep72774,C22281,PR6357,1139,48830
Rep72775,C22281,PR6364,131,2360
Rep72776,C22281,PR6549,548,3085
Rep72777,C22281,PR6352,2172,94770
Rep72778,C22281,PR6352,2250,91385
Rep72779,C22281,PR6595,101,1080
Rep72780,C22281,PR6365,103,1225
Rep72781,C22281,PR6353,252,4865
Rep72782,C22281,PR6404,112,1425
Rep72783,C22281,PR6365,103,1190
Rep72784,C22281,PR6637,101,1080
Rep72785,C22281,PR6616,133,1195
Rep72786,C22281,PR6357,273,10585
Rep72787,C22281,PR6364,422,16540
Rep72788,C22281,PR6616,413,3375
Rep72789,C22281,PR6365,330,11935
Rep72790,C22281,PR6578,198,1225
Rep72791,C22281,PR6595,101,1080
Rep72792,C22281,PR6279,123,1165
Rep72793,C22281,PR6352,1356,57025
Rep72794,C22281,PR6595,223,2560
Rep72795,C22281,PR6365,111,1670
Rep72796,C22281,PR6579,2513,8540
Rep72797,C22281,PR6354,124,2750
Rep72798,C22281,PR6322,102,1130
Rep72799,C22281,PR6616,101,1305
Rep72800,C22281,PR6331,103,1140
Rep72801,C22281,PR6279,112,1105
Rep72802,C22281,PR6352,1320,44040
Rep72803,C22281,PR6580,311,1825
Rep72804,C22281,PR6364,147,3740
Rep72805,C22281,PR6211,101,1005
Rep72806,C22281,PR6578,1822,5695
Rep72807,C22281,PR6580,999,4815
Rep72808,C22281,PR6595,112,1355
Rep72809,C22281,PR6360,1702,52805
Rep72810,C22281,PR6353,326,5495
Rep72811,C22281,PR6211,111,1110
Rep72812,C22281,PR6549,296,2170
Rep72813,C22281,PR6173,100,1005
Rep72814,C22281,PR6365,225,7970
Rep72815,C22281,PR6579,1645,5295
Rep72816,C22281,PR6616,269,1590
Rep72817,C22281,PR6595,105,1320
Rep72818,C22281,PR6283,101,1010
Rep72819,C21881,PR6628,91,1010
Rep72820,C21881,PR6173,119,2610
Rep72821,C21881,PR6609,112,1725
Rep72822,C21881,PR6248,258,6050
Rep72823,C21881,PR6248,227,4580
Rep72824,C21881,PR6371,102,1285
Rep72825,C21881,PR6590,315,3810
Rep72826,C21881,PR6590,158,2725
Rep72827,C21881,PR6371,100,1010
Rep72828,C21881,PR6593,252,3310
Rep72829,C21881,PR6628,100,1005
Rep72830,C21881,PR6609,131,2005
Rep72831,C21881,PR6593,279,7060
Rep72832,C21881,PR6590,136,1670
Rep72833,C21881,PR6253,115,1635
Rep72834,C21881,PR6391,102,1045
Rep72835,C21881,PR6229,113,1160
Rep72836,C21881,PR6253,156,2950
Rep72837,C21881,PR6593,621,13285
Rep72838,C21881,PR6248,240,6200
Rep72839,C21881,PR6589,101,1040
Rep72840,C21881,PR6628,100,1015
Rep72841,C21881,PR6590,137,1675
Rep72842,C21881,PR6609,120,1690
Rep72843,C21881,PR6248,259,5270
Rep72844,C21881,PR6616,101,1050
Rep72845,C21881,PR6173,113,1915
Rep72846,C21881,PR6593,280,3635
Rep72847,C21881,PR6582,102,1025
Rep72848,C21881,PR6173,125,2325
Rep72849,C21881,PR6628,102,1055
Rep72850,C21881,PR6616,101,1105
Rep72851,C21881,PR6391,103,1095
Rep72852,C21881,PR6609,173,3855
Rep72853,C21881,PR6371,101,1215
Rep72854,C21881,PR6253,119,1195
Rep72855,C21881,PR6616,106,1070
Rep72856,C21149,PR6177,13168,24685
Rep72857,C21149,PR6174,668,2290
Rep72858,C21149,PR6230,2277,7350
Rep72859,C21149,PR6174,7467,21550
Rep72860,C21149,PR6227,11730,35440
Rep72861,C21149,PR6174,668,2290
Rep72862,C21149,PR6178,3573,10325
Rep72863,C21149,PR6174,668,2290
Rep72864,C21149,PR6578,86305,105260
Rep72865,C21149,PR6192,479,2395
Rep72866,C21149,PR6175,8698,24895
Rep72867,C21149,PR6230,4455,13700
Rep72868,C21149,PR6178,1576,3435
Rep72869,C21149,PR6578,75846,95215
Rep72870,C21149,PR6174,384,1645
Rep72871,C21149,PR6178,2355,8735
Rep72872,C21149,PR6175,2958,9125
Rep72873,C21149,PR6230,4510,13860
Rep72874,C21149,PR6177,9721,17280
Rep72875,C21149,PR6177,6408,13855
Rep72876,C21149,PR6178,3551,7860
Rep72877,C21149,PR6174,4012,11990
Rep72878,C21149,PR6189,392,2070
Rep72879,C21149,PR6227,497,2135
Rep72880,C21149,PR6578,78884,89615
Rep72881,C21149,PR6177,1955,4760
Rep72882,C21149,PR6230,4455,13700
Rep72883,C21149,PR6177,17972,30120
Rep72884,C21149,PR6177,6056,11720
Rep72885,C21149,PR6177,3811,8515
Rep72886,C21149,PR6177,10057,17850
Rep72887,C21149,PR6578,72360,86780
Rep72888,C21149,PR6227,14757,46540
Rep72889,C21149,PR6178,10456,28745
Rep72890,C21149,PR6230,2277,7350
Rep72891,C21149,PR6177,3871,8350
Rep72892,C21149,PR6175,5337,15815
Rep72893,C21149,PR6578,84043,107890
Rep72894,C21149,PR6177,5435,10365
Rep72895,C21149,PR6578,92328,90400
Rep72896,C21149,PR6227,24710,68775
Rep72897,C21149,PR6227,12827,33205
Rep72898,C21149,PR6227,18183,44750
Rep72899,C21149,PR6177,5295,11285
Rep72900,C21149,PR6192,392,2080
Rep72901,C21149,PR6177,3068,6690
Rep72902,C21149,PR6227,12668,36245
Rep72903,C21149,PR6178,8618,21185
Rep72904,C21149,PR6578,70481,81730
Rep72905,C21149,PR6177,3811,8515
Rep72906,C21149,PR6174,668,2290
Rep72907,C21149,PR6174,668,2290
Rep72908,C21149,PR6178,2718,9500
Rep72909,C21149,PR6227,16950,53745
Rep72910,C21149,PR6227,10910,33005
Rep72911,C21149,PR6578,84980,88895
Rep72912,C21149,PR6578,103701,113650
Rep72913,C21149,PR6178,18946,31625
Rep72914,C21149,PR6230,1655,7350
Rep72915,C21149,PR6178,3788,12085
Rep72916,C21149,PR6178,32503,58130
Rep72917,C21149,PR6178,2923,5420
Rep72918,C21149,PR6230,2277,7350
Rep72919,C21149,PR6177,22391,37295
Rep72920,C21149,PR6175,940,3390
Rep72921,C21149,PR6227,15516,45410
Rep72922,C22131,PR6567,6588,20710
Rep72923,C22131,PR6248,5150,66985
Rep72924,C22131,PR6579,118,1150
Rep72925,C22131,PR6240,1696,24425
Rep72926,C22131,PR6446,3752,44395
Rep72927,C22131,PR6241,121,1765
Rep72928,C22131,PR6446,1266,14655
Rep72929,C22131,PR6391,610,2830
Rep72930,C22131,PR6379,131,2980
Rep72931,C22131,PR6446,18711,223055
Rep72932,C22131,PR6388,148,3590
Rep72933,C22131,PR6221,807,8805
Rep72934,C22131,PR6240,619,7945
Rep72935,C22131,PR6382,121,2095
Rep72936,C22131,PR6399,183,11540
Rep72937,C22131,PR6238,162,1925
Rep72938,C22131,PR6565,2981,16285
Rep72939,C22131,PR6241,1106,102030
Rep72940,C22131,PR6244,207,2550
Rep72941,C22131,PR6579,107,1060
Rep72942,C22131,PR6240,1455,21905
Rep72943,C22131,PR6446,1322,16060
Rep72944,C22131,PR6223,623,14020
Rep72945,C22131,PR6577,462,3435
Rep72946,C22131,PR6579,136,1300
Rep72947,C22131,PR6282,216,6265
Rep72948,C22131,PR6446,11377,136190
Rep72949,C22131,PR6368,102,1195
Rep72950,C22131,PR6394,3726,50145
Rep72951,C22131,PR6446,1266,14655
Rep72952,C22131,PR6368,130,2660
Rep72953,C22131,PR6331,192,1905
Rep72954,C22131,PR6446,30350,359390
Rep72955,C22131,PR6368,111,1835
Rep72956,C22131,PR6378,197,6710
Rep72957,C22131,PR6253,1057,12580
Rep72958,C22131,PR6174,3691,14835
Rep72959,C22131,PR6579,107,1060
Rep72960,C22131,PR6229,1040,3360
Rep72961,C22131,PR6388,128,2575
Rep72962,C22131,PR6222,249,3195
Rep72963,C22131,PR6391,186,1885
Rep72964,C22131,PR6223,1837,13625
Rep72965,C22131,PR6240,1354,19275
Rep72966,C22131,PR6565,8027,46155
Rep72967,C22131,PR6567,6588,20710
Rep72968,C22131,PR6565,2981,16285
Rep72969,C22131,PR6248,7572,36055
Rep72970,C22131,PR6388,105,1260
Rep72971,C22131,PR6435,866,17080
Rep72972,C22131,PR6253,302,3485
Rep72973,C22131,PR6391,526,2830
Rep72974,C22131,PR6446,3294,38490
Rep72975,C22131,PR6381,144,3130
Rep72976,C22131,PR6238,112,1200
Rep72977,C22131,PR6229,303,1730
Rep72978,C22131,PR6229,283,1540
Rep72979,C22131,PR6226,245,2240
Rep72980,C22131,PR6446,1141,13470
Rep72981,C22131,PR6174,544,2545
Rep72982,C22131,PR6446,11377,136190
Rep72983,C22131,PR6446,3988,48225
Rep72984,C22131,PR6249,223,3295
Rep72985,C22131,PR6446,2766,32215
Rep72986,C22131,PR6392,142,3185
Rep72987,C22131,PR6462,5233,4155
Rep72988,C22131,PR6389,322,9440
Rep72989,C22131,PR6248,5100,68965
Rep72990,C22131,PR6226,5191,19835
Rep72991,C22131,PR6317,106,1165
Rep72992,C22131,PR6381,144,3130
Rep72993,C22131,PR6446,3988,17235
Rep72994,C22131,PR6387,2220,60540
Rep72995,C22131,PR6399,120,2940
Rep72996,C22131,PR6446,3752,44395
Rep72997,C22131,PR6382,252,11950
Rep72998,C22131,PR6229,236,1600
Rep72999,C22131,PR6253,440,5270
Rep73000,C22131,PR6248,600,8405
Rep73001,C22131,PR6229,944,5045
Rep73002,C22131,PR6568,40116,123410
Rep73003,C22131,PR6567,6791,21305
Rep73004,C22131,PR6248,2975,44530
Rep73005,C22131,PR6446,2766,32215
Rep73006,C22131,PR6579,107,1060
Rep73007,C22131,PR6391,610,2830
Rep73008,C22131,PR6223,508,3645
Rep73009,C22131,PR6226,245,2240
Rep73010,C22131,PR6253,102,1155
Rep73011,C22131,PR6462,5233,4155
Rep73012,C22131,PR6248,2266,12885
Rep73013,C22131,PR6253,222,2780
Rep73014,C22131,PR6567,6791,21305
Rep73015,C22131,PR6379,110,1690
Rep73016,C22131,PR6382,414,25455
Rep73017,C22131,PR6388,105,1265
Rep73018,C22131,PR6248,405,2730
Rep73019,C22131,PR6248,4686,42165
Rep73020,C22131,PR6248,1358,14285
Rep73021,C22131,PR6568,32941,100460
Rep73022,C22131,PR6565,5668,14875
Rep73023,C22131,PR6565,2099,16460
Rep73024,C22131,PR6253,200,1920
Rep73025,C22131,PR6248,7572,36055
Rep73026,C22131,PR6253,231,3315
Rep73027,C22131,PR6389,125,2415
Rep73028,C22131,PR6391,526,2830
Rep73029,C22131,PR6435,3163,55320
Rep73030,C22131,PR6239,226,6990
Rep73031,C22131,PR6399,120,2940
Rep73032,C22131,PR6435,1863,19690
Rep73033,C22131,PR6567,9591,32260
Rep73034,C22131,PR6223,3085,20130
Rep73035,C22131,PR6570,2601,22920
Rep73036,C22131,PR6565,11242,28765
Rep73037,C22131,PR6388,148,3590
Rep73038,C22131,PR6435,2397,31040
Rep73039,C22131,PR6240,619,7945
Rep73040,C22131,PR6229,130,1120
Rep73041,C22131,PR6222,249,3195
Rep73042,C22131,PR6567,13191,42040
Rep73043,C22131,PR6576,45668,139545
Rep73044,C22131,PR6227,2167,7105
Rep73045,C22131,PR6577,462,3435
Rep73046,C22131,PR6568,27762,86065
Rep73047,C22131,PR6282,216,6265
Rep73048,C22131,PR6248,600,8405
Rep73049,C22131,PR6446,18711,223055
Rep73050,C22131,PR6331,287,2715
Rep73051,C22131,PR6239,2247,39700
Rep73052,C22131,PR6387,2220,60540
Rep73053,C22131,PR6316,111,3100
Rep73054,C22131,PR6389,1231,37900
Rep73055,C22131,PR6571,7951,37150
Rep73056,C22131,PR6238,162,1925
Rep73057,C22131,PR6221,425,5975
Rep73058,C22131,PR6391,526,2830
Rep73059,C22131,PR6223,115,1335
Rep73060,C22131,PR6394,252,7415
Rep73061,C22131,PR6576,45668,139545
Rep73062,C22131,PR6435,6284,100645
Rep73063,C22131,PR6579,136,1300
Rep73064,C22131,PR6435,3163,55320
Rep73065,C22131,PR6568,40116,123410
Rep73066,C22131,PR6565,8027,46155
Rep73067,C22131,PR6174,696,2520
Rep73068,C22131,PR6229,2480,7700
Rep73069,C22131,PR6241,101,1040
Rep73070,C22131,PR6389,288,12255
Rep73071,C22131,PR6567,13191,42040
Rep73072,C22131,PR6221,807,8805
Rep73073,C22131,PR6567,6588,20710
Rep73074,C22131,PR6223,508,3645
Rep73075,C22131,PR6331,282,2270
Rep73076,C22131,PR6388,105,1265
Rep73077,C22131,PR6565,10083,29215
Rep73078,C22131,PR6253,103,1120
Rep73079,C22131,PR6382,182,6015
Rep73080,C22131,PR6446,3988,17235
Rep73081,C22131,PR6316,252,9490
Rep73082,C22131,PR6565,31591,185070
Rep73083,C22131,PR6221,2782,18250
Rep73084,C22131,PR6240,1455,21905
Rep73085,C22131,PR6253,302,1745
Rep73086,C22131,PR6391,186,1885
Rep73087,C22131,PR6238,162,1925
Rep73088,C22131,PR6331,110,1085
Rep73089,C22131,PR6382,180,6300
Rep73090,C22131,PR6368,145,3860
Rep73091,C22131,PR6567,274177,42040
Rep73092,C22131,PR6567,19566,60020
Rep73093,C22131,PR6382,198,9145
Rep73094,C22131,PR6248,600,8405
Rep73095,C22131,PR6240,619,7945
Rep73096,C22131,PR6331,110,1105
Rep73097,C22131,PR6222,249,3195
Rep73098,C22131,PR6565,5650,14830
Rep73099,C22131,PR6177,419,2915
Rep73100,C22131,PR6229,236,1600
Rep73101,C22131,PR6249,124,1435
Rep73102,C22131,PR6392,121,2095
Rep73103,C22131,PR6388,105,1260
Rep73104,C22131,PR6331,140,1425
Rep73105,C22131,PR6382,414,25455
Rep73106,C22131,PR6577,462,3435
Rep73107,C22131,PR6579,205,1865
Rep73108,C22131,PR6248,405,2730
Rep73109,C22131,PR6248,6125,83395
Rep73110,C22131,PR6391,186,1885
Rep73111,C22131,PR6368,109,1705
Rep73112,C22131,PR6253,546,3945
Rep73113,C22131,PR6446,3294,38490
Rep73114,C22131,PR6249,223,3295
Rep73115,C22131,PR6248,6125,83395
Rep73116,C22131,PR6368,207,6965
Rep73117,C22131,PR6253,107,1465
Rep73118,C22131,PR6378,197,6710
Rep73119,C22131,PR6588,158,1870
Rep73120,C22131,PR6379,110,1690
Rep73121,C22131,PR6331,192,1905
Rep73122,C22131,PR6382,121,2095
Rep73123,C22131,PR6253,103,1120
Rep73124,C22131,PR6446,1141,13470
Rep73125,C22131,PR6565,821,5005
Rep73126,C22131,PR6249,223,3295
Rep73127,C22131,PR6244,145,11950
Rep73128,C22131,PR6253,102,1155
Rep73129,C22131,PR6378,197,6710
